,Field_3,Field_4,Field_10,Field_12,Field_13,Field_19,Field_20,Field_21,Field_22,Field_23,Field_27,Field_28,Field_29,namSinh,gioiTinh,Field_36,Field_38,Field_39,Field_41,Field_42,Field_47,Field_50,Field_51,Field_53,Field_54,Field_55,Field_58,Field_59,Field_60,Field_62,Field_63,Field_64,Field_65,Field_66,Field_67,Field_69,Field_70,Field_71,Field_72,Field_73,Field_74,Field_75,Field_76,Field_77
15725,1.0,GH,1.0,G8,1.0,0.0,3969700.0,4.5,1.0,29.0,0.0,0.0,3.0,1.0,MALE,DN,0.0,1.0,1.0,0.0,One,1.0,1.0,0.0,VN,BI,0.0,83.0,4.0,I,0.0,1.0,Vùng 1,C,779332.0,0.0,0.28,0.87,0.02,1.0,721.0,9.0,1.0,1.0
15726,1.0,T1,1.0,G8,1.0,0.0,4559000.0,4.5,1.0,59.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,0.0,Zezo,1.0,1.0,0.0,CN,YN,0.0,5.0,31.0,I,2.0,2.0,Vùng 1,E,472426.0,0.08,0.49,0.865,0.49,1.0,712.0,2.0,0.0,4.0
15727,2.0,GH,1.0,G8,1.0,0.0,4500000.0,4.5,1.0,51.0,0.0,0.0,12.0,0.0,FEMALE,DN,0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,4.0,4.0,2.0,I,2.0,2.0,Vùng 1,G,472174.0,0.42,0.6,0.195,0.13,1.0,725.0,4.0,2.0,5.0
15728,1.0,GH,1.0,G8,1.0,0.0,5330000.0,4.5,1.0,62.0,0.0,0.0,6.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,H,711287.0,0.58,0.82,0.7,0.24,1.0,710.0,1.0,0.0,1.0
15729,1.0,GH,1.0,G8,1.0,0.0,4736000.0,4.5,1.0,88.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TV,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,D,681533.0,0.67,0.71,0.69,0.04,1.0,3267.0,6.0,0.0,2.0
15730,1.0,GH,2.0,G8,1.0,0.0,4500000.0,4.5,1.0,12.0,2100000.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,0.0,Two,1.0,1.0,0.0,VN,TA,5.0,4.0,31.0,I,8.0,1.0,Vùng 2,C,202783.0,0.27,0.32,-0.045,0.15,1.0,351.0,3.0,1.0,3.0
15731,1.0,GH,2.0,G8,1.0,0.0,4472600.0,4.5,1.0,20.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TI,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,B,22461.0,0.0,0.6,0.3,0.6,1.0,1797.0,5.0,2.0,5.0
15732,1.0,GH,1.0,G8,1.0,0.0,4471530.0,4.5,1.0,117.0,0.0,0.0,6.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TG,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,F,757334.0,0.24,0.6,0.42,0.36,1.0,3626.0,1.0,0.0,1.0
15733,2.0,GH,1.0,G8,1.0,0.0,4696500.0,4.5,1.0,9.0,0.0,0.0,3.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,5.0,2.0,I,2.0,4.0,Vùng 4,H,1172842.0,0.0,0.31,0.04,0.49,1.0,724.0,5.0,0.0,6.0
15734,2.0,T1,1.0,G8,1.0,0.0,3970000.0,4.5,1.0,27.0,0.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,C,823910.0,0.2,0.43,0.315,0.23,1.0,2171.0,5.0,3.0,4.0
15735,2.0,T1,2.0,G8,1.0,0.0,3760000.0,4.5,1.0,54.0,0.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,TW,YN,0.0,4.0,2.0,I,4.0,3.0,Vùng 3,H,562031.0,0.13,0.39,0.26,0.26,1.0,1796.0,4.0,1.0,4.0
15736,2.0,T1,2.0,G8,1.0,0.0,2771400.0,4.5,1.0,11.0,0.0,0.0,0.0,0.0,FEMALE,HC,0.0,0.0,1.0,0.0,Zezo,1.0,1.0,0.0,VN,TG,0.0,5.0,4.0,I,2.0,7.0,Vùng 4,D,485217.0,0.0,0.08,0.465,0.32,1.0,358.0,1.0,0.0,1.0
15737,1.0,T1,1.0,G8,1.0,1.0,3966000.0,4.5,1.0,10.0,0.0,0.0,3.0,0.0,FEMALE,TK,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,53.0,3.0,I,2.0,1.0,Vùng 2,E,344490.0,0.3,0.49,0.25,0.6,1.0,1442.0,4.0,1.0,6.0
15738,1.0,GH,1.0,G8,1.0,2.34,973000.0,4.5,1.0,21.0,2800000.0,0.0,6.0,0.0,FEMALE,GD,0.0,1.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,TD,0.0,5.0,31.0,I,3.0,1.0,Vùng 1,E,255251.0,0.4,0.35,0.27,1.05,1.0,2912.0,4.0,1.0,6.0
15739,2.0,T1,1.0,G8,1.0,0.0,3125000.0,4.5,1.0,16.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TE,0.0,5.0,3.0,I,5.0,7.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",D,448120.0,0.57,0.31,0.44,-0.26,1.0,707.0,3.0,0.0,3.0
15740,2.0,T1,1.0,G8,1.0,0.0,973000.0,4.5,1.0,39.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,5.0,7.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",C,563617.0,0.18,0.03,0.105,-0.15,1.0,1796.0,5.0,1.0,4.0
15741,2.0,T1,2.0,G8,1.0,0.0,1390000.0,4.5,1.0,7.0,0.0,0.0,12.0,1.0,MALE,TN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TZ,5.0,33.0,3.0,I,2.0,3.0,Vùng 1,C,74753.0,0.68,0.08,0.305,0.08,1.0,1799.0,5.0,1.0,2.0
15742,1.0,GH,1.0,G8,1.0,0.0,2700000.0,4.5,1.0,11.0,0.0,0.0,3.0,0.0,MALE,DN,0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BD,0.0,5.0,79.0,I,4.0,2.0,Vùng 2,D,578471.0,0.98,0.01,0.215,-0.31,1.0,2551.0,4.0,1.0,1.0
15743,1.0,GH,1.0,G8,1.0,0.0,2942500.0,4.5,1.0,18.0,0.0,0.0,6.0,0.0,FEMALE,HC,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TZ,0.0,4.0,31.0,I,2.0,1.0,Vùng 1,G,689023.0,0.85,0.12,0.595,0.31,1.0,725.0,13.0,0.0,5.0
15744,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,12.0,0.0,0.0,12.0,0.0,MALE,GD,0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,0.0,3.0,Vùng 1,D,221333.0,0.49,0.08,0.285,-0.41,1.0,3990.0,2.0,0.0,2.0
15745,1.0,GH,2.0,G8,1.0,0.0,4260000.0,4.5,1.0,18.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TW,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,D,791574.0,0.05,0.49,0.27,0.44,1.0,2167.0,1.0,0.0,1.0
15746,2.0,T1,1.0,G8,1.0,0.0,1980000.0,4.5,1.0,132.0,0.0,0.0,9.0,0.0,MALE,TN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BO,2.0,35.0,33.0,II,4.0,3.0,Vùng 3,H,561485.0,0.08,0.27,0.175,0.19,1.0,-23.0,3.0,1.0,3.0
15747,2.0,T1,1.0,G8,1.0,0.0,1050000.0,0.0,1.0,0.0,1050000.0,0.0,12.0,0.0,MALE,GD,0.0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,3.0,2.0,Vùng 2,I,280800.0,0.38,0.05,-0.475,1.05,1.0,3632.0,4.0,2.0,3.0
15748,2.0,T1,1.0,G8,1.0,0.0,3970000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,D,219935.0,0.25,0.43,0.34,0.18,1.0,1460.0,2.0,1.0,1.0
15749,2.0,T1,1.0,G8,1.0,0.0,3250000.0,4.5,1.0,46.0,0.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,4.0,3.0,Vùng 3,D,572737.0,0.14,0.32,0.23,0.18,1.0,2535.0,6.0,2.0,6.0
15750,1.0,GH,1.0,G8,1.0,0.0,3780000.0,4.5,1.0,6.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,TB,0.0,5.0,3.0,I,4.0,3.0,Vùng 3,E,564435.0,0.0,0.39,0.195,0.39,1.0,336.0,5.0,0.0,5.0
15751,1.0,GH,1.0,G8,1.0,0.0,3900000.0,4.5,1.0,100.0,0.0,0.0,0.0,0.0,FEMALE,CH,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TF,0.0,7.0,5.0,I,4.0,3.0,Vùng 3,C,155119.0,0.71,0.43,0.57,-0.28,1.0,1456.0,3.0,0.0,2.0
15752,2.0,GH,1.0,G8,1.0,0.0,2500242.0,4.5,1.0,44.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,0.0,1.0,1.0,Three,1.0,1.0,0.0,VN,YN,4.0,4.0,2.0,II,2.0,1.0,Vùng 1,E,1170655.0,0.0,0.08,0.32,0.12,1.0,357.0,4.0,0.0,4.0
15753,1.0,GH,1.0,G8,1.0,1.36,3085500.0,4.5,1.0,25.0,0.0,149265.0,3.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TA,0.0,35.0,4.0,I,3.0,1.0,Vùng 2,H,1041477.0,0.75,0.49,0.415,0.18,1.0,1073.0,8.0,0.0,1.0
15754,1.0,GH,1.0,G8,1.0,5.053999999999999,7530460.0,4.5,1.0,220.0,0.0,0.0,12.0,0.0,FEMALE,CH,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,HH,0.0,6.0,4.0,I,3.0,2.0,Vùng 2,C,284029.0,0.65,0.92,0.785,0.27,1.0,4005.0,2.0,0.0,2.0
15755,1.0,GH,1.0,G8,1.0,2.82,4201800.0,4.5,1.0,87.0,0.0,0.0,24.0,0.0,FEMALE,HC,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,HI,0.0,6.0,4.0,I,8.0,4.0,Vùng 4,C,474106.0,0.0,0.49,0.245,0.49,1.0,2903.0,3.0,1.0,3.0
15756,2.0,T1,1.0,G8,1.0,0.0,4300000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,C,806124.0,0.0,0.52,0.26,0.52,1.0,-2.0,7.0,1.0,4.0
15757,2.0,T1,2.0,GX,1.0,0.0,5030000.0,4.5,1.0,17.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,I,329951.0,0.21,0.77,0.49,0.56,1.0,342.0,5.0,1.0,5.0
15758,1.0,GH,1.0,G8,1.0,0.0,3872000.0,4.5,1.0,16.0,0.0,0.0,15.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Four,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,5.0,7.0,"DN đầu tư NN (Vùng 1 có ĐT) {01->09, 15}",G,569038.0,0.68,0.41,0.545,-0.27,1.0,1802.0,4.0,0.0,4.0
15759,2.0,T1,1.0,G8,1.0,0.0,6400000.0,4.5,1.0,7.0,0.0,0.0,6.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,4.0,3.0,Vùng 3,G,441918.0,0.99,0.89,0.94,-0.1,1.0,714.0,3.0,1.0,3.0
15760,2.0,T1,2.0,G8,1.0,0.0,1490000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,0.0,1.0,Vùng 2,D,790972.0,0.99,0.12,0.555,-0.87,1.0,348.0,5.0,1.0,2.0
15761,2.0,T1,1.0,G8,1.0,0.0,973000.0,4.5,1.0,60.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,4.0,3.0,Vùng 3,D,443224.0,0.37,0.03,0.2,-0.34,1.0,-4.0,2.0,0.0,2.0
15762,2.0,GH,1.0,G8,1.0,3.33,5500000.0,4.5,1.0,5.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,0.0,1.0,One,1.0,1.0,0.0,VN,HZ,0.0,33.0,5.0,V,3.0,4.0,Vùng 2,I,642738.0,0.0,0.31,0.245,0.37,1.0,3274.0,9.0,3.0,2.0
15763,1.0,GH,2.0,G8,1.0,1.86,2771400.0,4.5,1.0,51.0,0.0,0.0,36.0,0.0,FEMALE,CH,0.0,1.0,0.0,0.0,Three,1.0,1.0,0.0,VN,HK,0.0,6.0,4.0,I,8.0,4.0,Vùng 4,C,476060.0,0.07,0.29,0.18,0.22,1.0,2895.0,7.0,2.0,3.0
15764,1.0,T1,1.0,G8,1.0,0.0,2310000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,FEMALE,GB,0,1.0,0.0,1.0,Four,1.0,1.0,0.0,VN,BI,5.0,4.0,3.0,I,4.0,2.0,Vùng 1,D,202430.0,0.0,0.8,0.26,0.08,1.0,363.0,11.0,1.0,3.0
15765,2.0,T1,1.0,G8,1.0,0.0,745000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,4.0,3.0,Vùng 3,D,445961.0,0.03,0.0,0.015,-0.03,1.0,352.0,8.0,2.0,6.0
15766,1.0,GH,1.0,G8,1.0,0.0,1300000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,HC,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,QW,0.0,9.0,3.0,I,4.0,1.0,Vùng 1,D,480638.0,0.12,0.28,0.48,0.48,1.0,1072.0,4.0,1.0,5.0
15767,2.0,T1,1.0,G8,1.0,0.0,3308400.0,4.5,1.0,96.0,0.0,0.0,7.0,0.0,MALE,TN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BO,2.0,35.0,33.0,II,2.0,1.0,Vùng 1,I,470954.0,0.76,0.33,0.545,-0.43,1.0,3989.0,5.0,1.0,5.0
15768,2.0,T1,1.0,G8,1.0,0.0,1490000.0,4.5,1.0,12.0,0.0,0.0,12.0,1.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,4.0,3.0,Vùng 3,D,443233.0,0.98,0.12,0.55,-0.86,1.0,702.0,6.0,0.0,4.0
15769,2.0,GH,1.0,G8,1.0,0.0,6411000.0,4.5,1.0,9.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,0.0,1.0,One,1.0,1.0,0.0,VN,BI,0.0,5.0,2.0,I,3.0,1.0,Vùng 2,E,1120066.0,0.54,0.05,0.465,0.31,1.0,2901.0,4.0,0.0,4.0
15770,2.0,GH,1.0,G8,1.0,0.0,1980000.0,4.5,1.0,69.0,0.0,0.0,0.0,1.0,MALE,TN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TL,0.0,4.0,31.0,V,5.0,1.0,Vùng 1,C,956680.0,0.0,0.08,0.215,1.43,1.0,1081.0,3.0,2.0,0.0
15771,1.0,GH,1.0,G3,1.0,0.0,4075000.0,4.5,1.0,96.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TH,0.0,5.0,3.0,I,3.0,2.0,Vùng 2,G,329851.0,0.63,0.44,0.535,-0.19,1.0,1816.0,5.0,0.0,5.0
15772,1.0,GH,1.0,G8,1.0,0.0,3780000.0,4.5,1.0,9.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,4.0,3.0,Vùng 3,G,850951.0,0.0,0.39,0.195,0.39,1.0,1079.0,3.0,1.0,2.0
15773,2.0,T1,1.0,G8,1.0,0.0,7030000.0,4.5,1.0,84.0,0.0,0.0,12.0,1.0,FEMALE,DN,0.0,1.0,0.0,1.0,One,1.0,1.0,0.0,VN,TE,0.0,4.0,4.0,V,2.0,3.0,Vùng 1,D,223402.0,0.0,0.35,0.185,0.36,1.0,3275.0,1.0,0.0,5.0
15774,1.0,GH,1.0,G8,1.0,0.0,3969700.0,4.5,1.0,16.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TH,0.0,5.0,3.0,I,3.0,2.0,Vùng 2,C,216522.0,0.85,0.43,0.64,-0.42,1.0,725.0,2.0,0.0,2.0
15775,2.0,T1,1.0,G8,1.0,0.0,1150000.0,0.0,1.0,0.0,1150000.0,0.0,12.0,0.0,FEMALE,GD,0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,4.0,3.0,Vùng 3,D,564005.0,0.53,0.08,0.305,-0.45,1.0,364.0,5.0,2.0,5.0
15776,2.0,T1,1.0,G8,1.0,0.0,2356800.0,4.5,1.0,27.0,0.0,0.0,3.0,0.0,MALE,TN,0.0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BO,2.0,35.0,33.0,II,4.0,3.0,Vùng 3,H,561485.0,0.52,0.28,0.4,-0.24,1.0,1077.0,1.0,0.0,1.0
15777,2.0,GH,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,41.0,0.0,0.0,6.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TC,0.0,5.0,31.0,V,2.0,1.0,Vùng 1,D,650217.0,0.0,0.41,0.31,0.26,1.0,357.0,2.0,1.0,6.0
15778,2.0,T1,2.0,G8,1.0,0.0,3970000.0,4.5,1.0,5.0,0.0,0.0,6.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,G,217185.0,0.22,0.43,0.325,0.21,1.0,2538.0,11.0,3.0,7.0
15779,2.0,T1,2.0,G8,1.0,0.0,3970000.0,4.5,1.0,5.0,0.0,0.0,6.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,G,217185.0,0.22,0.43,0.325,0.21,1.0,2538.0,11.0,3.0,7.0
15780,2.0,T1,1.0,G8,1.0,0.0,4100000.0,4.5,1.0,12.0,2403000.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BO,0.0,4.0,3.0,I,3.0,7.0,Vùng 2,G,940963.0,0.45,0.41,0.435,0.56,1.0,702.0,4.0,4.0,4.0
15781,1.0,GH,1.0,G8,1.0,0.0,4500000.0,4.5,1.0,99.0,0.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,3.0,2.0,Vùng 2,B,388168.0,0.4,0.62,0.51,0.22,1.0,1817.0,5.0,2.0,2.0
15782,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,24.0,0.0,0.0,12.0,1.0,MALE,CN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,AI,4.0,51.0,74.0,IV,4.0,3.0,Vùng 3,C,445888.0,0.0,0.08,0.04,0.08,1.0,347.0,1.0,0.0,1.0
15783,2.0,T1,1.0,G8,1.0,0.0,3969700.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,G,647382.0,0.1,0.43,0.265,0.33,1.0,3998.0,6.0,1.0,4.0
15784,1.0,GH,1.0,G8,1.0,0.0,3412500.0,4.5,1.0,19.0,0.0,0.0,12.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TH,0.0,5.0,3.0,I,4.0,3.0,Vùng 3,F,1108691.0,0.0,0.35,0.175,0.35,1.0,3632.0,4.0,1.0,4.0
15785,1.0,T1,1.0,G8,1.0,0.0,3800000.0,4.5,1.0,33.0,2556600.0,0.0,0.0,0.0,FEMALE,GD,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,5.0,33.0,6.0,I,3.0,3.0,Vùng 2,G,212761.0,0.8,0.39,0.455,0.0,1.0,335.0,3.0,1.0,4.0
15786,2.0,GH,2.0,G8,1.0,0.0,1390000.0,4.5,1.0,24.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,0.0,0.0,One,1.0,1.0,0.0,VN,TZ,0.0,4.0,3.0,I,2.0,1.0,Vùng 1,C,433942.0,0.57,0.0,0.32,-0.47,1.0,1087.0,3.0,0.0,1.0
15787,2.0,T1,1.0,G8,1.0,0.0,910000.0,4.5,1.0,76.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,1.0,0.0,Four,1.0,1.0,0.0,VN,TP,0.0,4.0,31.0,V,5.0,3.0,Vùng 1,H,513678.0,0.25,0.32,0.06,0.21,1.0,1069.0,5.0,3.0,3.0
15788,2.0,T1,1.0,G8,1.0,0.0,1043000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,4.0,3.0,Vùng 3,C,462923.0,0.28,0.05,0.165,-0.23,1.0,1083.0,1.0,0.0,0.0
15789,1.0,GH,1.0,G8,1.0,0.0,2750000.0,4.5,1.0,0.0,2750000.0,123750.0,6.0,0.0,FEMALE,DN,0.0,0.0,0.0,0.0,Four,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,C,472249.0,0.0,0.29,0.145,0.29,1.0,352.0,9.0,1.0,6.0
15790,1.0,GH,1.0,G8,1.0,0.0,9533000.0,4.5,1.0,62.0,0.0,0.0,6.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,TW,YN,0.0,4.0,2.0,I,2.0,1.0,Vùng 1,E,784505.0,0.9,0.95,0.925,0.05,1.0,2903.0,1.0,0.0,3.0
15791,1.0,GH,1.0,G8,1.0,0.0,3966000.0,4.5,1.0,19.0,0.0,0.0,6.0,0.0,FEMALE,DN,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,F,216163.0,0.13,0.43,0.28,0.3,1.0,2175.0,2.0,0.0,2.0
15792,1.0,GH,1.0,G8,1.0,0.0,3740000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,MALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,TA,5.0,4.0,2.0,IV,3.0,1.0,Vùng 1,G,125845.0,0.1,0.49,0.36,0.16,1.0,2898.0,5.0,0.0,4.0
15793,1.0,GH,1.0,G8,1.0,0.0,3800000.0,4.5,1.0,6.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,YN,0.0,4.0,2.0,I,3.0,2.0,Vùng 2,C,248975.0,0.0,0.41,0.205,0.41,1.0,-10.0,5.0,1.0,5.0
15794,1.0,T1,1.0,G8,1.0,0.0,4012500.0,4.5,1.0,85.0,0.0,0.0,12.0,0.0,MALE,DN,0.0,1.0,0.0,1.0,Zezo,1.0,1.0,0.0,VN,AP,0.0,4.0,3.0,I,2.0,4.0,Vùng 4,G,789207.0,0.81,0.08,-0.26,0.27,1.0,3624.0,5.0,1.0,3.0
15795,2.0,T1,1.0,G8,1.0,0.0,4039390.0,4.5,1.0,45.0,0.0,0.0,0.0,0.0,FEMALE,CH,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,HA,0.0,6.0,4.0,I,2.0,1.0,Vùng 1,C,156621.0,0.08,0.44,0.26,0.36,1.0,-9.0,5.0,2.0,5.0
15796,2.0,T1,1.0,G8,1.0,0.0,894000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,1.0,1.0,1.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,2.0,1.0,Vùng 1,F,689032.0,0.22,0.01,0.115,-0.21,1.0,3994.0,5.0,0.0,8.0
15797,2.0,T1,1.0,G8,1.0,0.0,4570000.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,Three,1.0,1.0,0.0,VN,YN,0.0,5.0,3.0,II,3.0,2.0,Vùng 2,F,646653.0,0.94,0.08,0.41,-0.51,1.0,707.0,3.0,4.0,4.0
15798,2.0,T1,2.0,G8,1.0,0.0,4334000.0,4.5,1.0,21.0,0.0,0.0,1.0,0.0,MALE,DN,0.0,1.0,1.0,1.0,One,1.0,1.0,0.0,VN,TA,0.0,5.0,3.0,I,2.0,1.0,Vùng 1,H,646653.0,0.59,0.52,0.555,-0.07,1.0,3994.0,1.0,0.0,1.0
15799,2.0,T1,1.0,G8,1.0,0.0,1390000.0,4.5,1.0,0.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,4.0,3.0,Vùng 3,C,157109.0,0.67,0.08,0.375,-0.59,1.0,7667.0,1.0,0.0,1.0
15800,2.0,T1,2.0,G8,1.0,0.0,847000.0,4.5,1.0,10.0,0.0,0.0,12.0,0.0,FEMALE,GD,0.0,0.0,0.0,0.0,Zezo,1.0,1.0,0.0,VN,BI,5.0,33.0,31.0,V,2.0,1.0,Vùng 1,D,762999.0,0.18,0.01,0.095,-0.17,1.0,1433.0,9.0,0.0,5.0
15801,2.0,T1,1.0,G8,1.0,0.0,3684000.0,4.5,1.0,75.0,0.0,0.0,12.0,0.0,MALE,BT,0.0,1.0,1.0,0.0,One,1.0,1.0,0.0,VN,QW,0.0,4.0,1.0,I,2.0,1.0,Vùng 2,D,513678.0,0.79,0.3,0.315,0.63,1.0,2167.0,2.0,2.0,3.0
